uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-06 8:55
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 9:43
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 9:47
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 9:52
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 10:2
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 10:18
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 10:39
uncaughtException | Error: Redis connection in broken state: connection timeout exceeded. ==========> 2020-08-20 10:39
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 15:41
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 15:41
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 15:41
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 15:42
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 15:43
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 15:45
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 15:53
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 15:53
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 15:53
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-20 15:54
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:1
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:31
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:32
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:37
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:44
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:46
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:46
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:46
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:46
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:46
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:47
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:47
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-20 16:48
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 9:21
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 9:21
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 9:21
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 9:22
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 15:14
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 16:36
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-24 16:37
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-25 8:57
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-25 8:57
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-08-25 13:54
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-08-31 13:48
uncaughtException | MongooseError: Mongoose 5.x disallows passing a spread of operators to `Model.aggregate()`. Instead of `Model.aggregate({ $match }, { $skip })`, do `Model.aggregate([{ $match }, { $skip }])` ==========> 2020-09-01 13:57
uncaughtException | SyntaxError: Unexpected token '.' ==========> 2020-09-01 14:10
uncaughtException | SyntaxError: await is only valid in async function ==========> 2020-09-01 14:16
uncaughtException | SyntaxError: await is only valid in async function ==========> 2020-09-01 14:17
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:24
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:24
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:26
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:27
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:29
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:30
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:31
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:31
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:50
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:57
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 14:58
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:5
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:6
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:6
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:7
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:14
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:15
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:17
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:20
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:21
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:22
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:47
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:53
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 15:56
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-01 16:11
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - read ECONNRESET ==========> 2020-09-01 18:2
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-01 18:2
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-01 18:2
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 8:58
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 8:58
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 8:58
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 8:58
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 8:59
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - read ECONNRESET ==========> 2020-09-11 15:33
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 15:33
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 15:33
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 15:33
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-11 15:33
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-14 9:28
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-14 9:28
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - read ECONNRESET ==========> 2020-09-14 18:18
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-14 18:18
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 14:30
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 14:30
uncaughtException | ReferenceError: serialPrintSchema is not defined ==========> 2020-09-15 14:41
uncaughtException | ReferenceError: serialPrintSchema is not defined ==========> 2020-09-15 14:43
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 14:53
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 14:53
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 14:57
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:4
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:10
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:12
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:24
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:26
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:27
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:27
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:28
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:29
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:31
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:35
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:37
uncaughtException | ConnectionError: connect ETIMEDOUT 103.130.218.167:8000 ==========> 2020-09-15 15:39
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-16 8:52
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-16 8:52
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-16 8:52
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-16 8:52
uncaughtException | Error: Redis connection to 127.0.0.1:6379 failed - connect ECONNREFUSED 127.0.0.1:6379 ==========> 2020-09-16 8:52
